Content,Emotion_predicted,Emotion_actual
need monies school be expensive,worry,worry
i get mcdonalds surpisingly its not a popular drink food option its suck that all diners aren t 24hrs here anymore,worry,sadness
25 to see the Decemberists but I have to go to Raleigh on a work night or 95 for cheap seat to the Bolshoi Probably neither,worry,worry
just get your TWEETS that suck my love,love,sadness
haha I try cover it with make up It doesn t work lol so wear a scarf be the way to go,happiness,worry
I m still try to see Star Trek I ll just have to Woman up and go alone BF be pretty much worthless anyway lol,happiness,worry
count yourself lucky i be gon na say the OTHER word instead and rsvp sorry i cant come to ur birthday day,sadness,worry
I have a very good day lot of stretch and sleep in the sun,happiness,happiness
NICE I want it I ll get the pirate I MISS YOU,sadness,happiness
No Evil star WWE wrestler Kane You should watch it,worry,happiness
happy mommy s day,love,happiness
its the weekend LOVE have knock me down ya ll,love,worry
yippee darling girls Love you soo much and so thrill you find each other,love,love
HELLOO How be you Gosh I miss see you around Thought of you last night when I have some amarula,happiness,sadness
that s cool i think del s go to korea same time as you have fun,happiness,happiness
Oh I have lot put on my desk during those years I guess if they ve do it to you then it would be ok to do it back lol,worry,happiness
personally I could not decide which election sign to place on North40 last fall Reagan 08 TJefferson 08 or TRoosevelt 08,sadness,worry
it s an awesome book can t wait for the film enjoy and don t be scar x,happiness,happiness
a good day at work lot of sales but boss be under foot she s a nice person but i dont like the boss bug me,worry,worry
okey,worry,worry
nope would be no music,happiness,sadness
be make cupcakes and say i can t have any kelli you re a bad sister,worry,sadness
hair dresser pass away yesterday from breast cancer She be the greatest hair dresser I d ever be to,worry,worry
Why aren t you at blue martini with me,happiness,worry
time with mom tomorrow morning barbacoa here I come HAPPY MOTHERS DAY,love,love
Yeeah I be so much better off I think,worry,happiness
ohh snapp have fun,happiness,happiness
the CofO to late didn t close today Will close Monday back out to meet a buyer tonight to show a few home to,worry,sadness
nothing aim at you just join in sorry,sadness,sadness
yeah Kellynn get a Twitter Finally,happiness,love
charleshope When be you and come over so we can violently agree,happiness,worry
i totally owe you a week of on call duties i appreciate not have those while jill be in town,worry,happiness
be increasingly convince that I be moderately lactose intolerant give my deep and abide love of cheese this totally suck,worry,love
delay,worry,sadness
sad last entrance 2cal academy of science be at 4pm and it be zipcode free day too,sadness,worry
the new sport catalog and card jitsu update be not appear for me,worry,worry
be what it take I be soo drag his ass up there,worry,worry
show of my life Guess I m go to sc this week,sadness,worry
An hour in the sun turn me into a blancmange Sucks to be pale,sadness,worry
Yup 1987 lol SWEET YEAR haha,happiness,happiness
Love to see that,love,love
thank s See now I m back on smile,happiness,happiness
quot And I m pack your ANGRY eye just incase quot,worry,hate
morning everyone Nice to see you today Hope you a wonderful and funny day,happiness,happiness
go to the hometown show be excite they get to go on Thames Street I M GON NA SEE THE ORIGINAL THAMES RIVER BITCH ohh,happiness,happiness
be you have any problems send image from Twitterberry mine just doesn t want to work Xxx,worry,worry
Oh god everyone s die But it s mainly justin depress me,sadness,worry
But it be our reality we must survive What doesn t kill make stronger PA LANTE LORE,worry,worry
Mother s Day in the U S today I win t tell mine she ll expect another present,happiness,love
Happy Anoop Day to you too Monica,love,worry
sorry we didn t get a chance to chat at screengrab09 Caught glimpse of you across room but be drag home prematurely,worry,sadness
dye my hair back to super black again,worry,happiness
I KNOW I KNOW stop clap,happiness,worry
so sad sorry to hear that She be a sweet dog,worry,worry
to see 2 of my favorite guy back on long island head back to the city tomorrow or monday to be with the boyfriend lt 3,happiness,love
oi i love you,love,love
my film didn t come out the camera be break lamesauce,worry,sadness
Cause its true It would Hahaha I Love YOU,love,love
be go Sushi movies laughter Just what I need FUN,worry,happiness
I miss you so much my heart be ache without you bub,sadness,sadness
suck It s rain again,sadness,hate
hmm really that s weird idk about that one sowwy,worry,sadness
where be everyone my house be empty be all alone,sadness,worry
come back from see the boat that rock it be an amazingly cool movie definitely get it on DVD once its out,happiness,happiness
lmao I KNEW that answer would come from you oh and that s update numero 200 thank for that,happiness,love
lol to see my king,happiness,happiness
you FEEL you can not LIVE without something be when IT be take away Oh to do it all over again with what I know now Movin ON,worry,sadness
GENIUS He look good in bret LOV HIM WHY cancel concert in france i be ready men,worry,love
hes definitely my fav host ever Can t wait to watch the rest tomorrow,happiness,happiness
it Callin it a night It s MOMMY S DAY,happiness,happiness
nsane8 Whether that s good or bad I can t disagree with you there,worry,worry
just make me cry coz she say something so sweet to me i love her so much MUMS ARE THE BEST,love,love
I miss you come over and say bye before I leave,sadness,worry
16 too crazy about miley and JB and in love with Nick Jonas haha,love,love
Those dog pic have me ROLF The one with the snow stick too it have that quot if look could kill look quot way funny,happiness,happiness
trip over a rubbish bin at Warehouse Stationary just before Not a great Mothers Day so far but I m think it will improve,worry,love
like the sun be make a comeback in the midwest Happy Monday to me,happiness,happiness
geeks be out in full force to see Star Trek Yes myself include,worry,worry
quite afraid to string now since I don t have any 024 wire use,worry,worry
excite about tomorrow but i get ta clean the house CLEAN CLEAN CLEAN AHH,happiness,love
cont a bastardize version of French It s fun believe me,happiness,sadness
list lot of new bead on eBay,happiness,happiness
last full day of even day class I m a little sad,sadness,worry
Bones with Naty Have make her a fan Mission convert Naty Success now onto Mission convert Meagan,happiness,love
children s hospital ER hop Meredith do NOT have a break elbow arm,worry,hate
go to the movies today,worry,sadness
Raehole do you ladies see ghost of girlfriends past i really like it amp would totally see it again if u haven t,happiness,happiness
mitchell i try to add you on xbox live lastnight during when i be in your live show but your friends list be full,worry,sadness
to work My last day Get to walk around and out process I be very happy to be one step closer to what I really want to do but 2,worry,happiness
yeah mine be stubborn too you just get ta keep try until it do no way around it,worry,worry
Thank you for smoke viennoziimiigi,happiness,happiness
night everybody i love u Phillip XO,love,love
feel really weird,worry,sadness
ME TOO please come online hope you ve have an amaze weekend,happiness,happiness
we be cuddle girl cuddle be so fun and soft,happiness,love
morning bath soo relax If I be a lady of luxury I would start every day like this,happiness,happiness
be alot of fun i love my family sammy hernandez and caitlin hughes goodnight,love,worry
LOL Leave a kid on internet and the kid will do stupid things,worry,worry
Joined you on facebook,happiness,happiness
sharonhayes quot Congrats my friend on rule Canada hug amp grope quot Just for today I m 1,happiness,love
would we get thousand battlegrounds battleground I mean we don t even know how could we reach which number to make it trend tpc,happiness,worry
runway 2 hours,worry,worry
we re in,happiness,worry
boo I think be on the list mean it would be good to go look like i ll have to get a CF adapter for my dslr,worry,worry
